 Pedigree Sticks Pedigree Dentastix +25 Kg - Caja 28 barritas(7x4),14.22 €/u,https://img2.petsonic.com/8480-large_default/pedigree-dentastix-25-kg-para-perros.jpg
 greenies Petite - 10 Unidades (170 GR),6.24 €/u,https://img3.petsonic.com/18832-large_default/greenies-petite-para-perros.jpg
 greenies Teenie - 1 Unidad (8 GR),0.69 €/u,https://img2.petsonic.com/18835-large_default/greenies-teenie-para-perros.jpg
 greenies Teenie - 22 Unidades (170 GR),7.95 €/u,https://img2.petsonic.com/18835-large_default/greenies-teenie-para-perros.jpg
 greenies Teenie - 43 Unidades (340 GR),11.63 €/u,https://img2.petsonic.com/18835-large_default/greenies-teenie-para-perros.jpg
 greenies Teenie - 2x 43 Unidades (680 GR),22.56 €/u,https://img2.petsonic.com/18835-large_default/greenies-teenie-para-perros.jpg
 greenies Teenie - 2+1 Unidades de 170gr (oferta),23.85 €/u,https://img2.petsonic.com/18835-large_default/greenies-teenie-para-perros.jpg
 greenies Large - 4 Unidades (170 GR),7.99 €/u,https://img3.petsonic.com/14141-large_default/greenies-large-para-perros.jpg
 greenies Large - 2x 4 Unidades (340 GR),15.50 €/u,https://img3.petsonic.com/14141-large_default/greenies-large-para-perros.jpg
 greenies Regular - 6 Unidades (170 GR),6.30 €/u,https://img3.petsonic.com/18837-large_default/greenies-regular-para-perros.jpg
 greenies Regular - 12 Unidades (340 GR),11.63 €/u,https://img3.petsonic.com/18837-large_default/greenies-regular-para-perros.jpg
 greenies Regular - 2x 12 Unidades (680 GR),22.56 €/u,https://img3.petsonic.com/18837-large_default/greenies-regular-para-perros.jpg
 greenies Regular - 2+1 Unidades de 170gr (oferta),23.96 €/u,https://img3.petsonic.com/18837-large_default/greenies-regular-para-perros.jpg
